324,6
325,0
326,6
327,5
328,6
329,0
330,6
331,6
332,1
333,3
334,1
335,6
336,3
337,6
338,1
339,6
340,1
341,0
342,0
343,5
344,1
345,5
346,5
347,6
348,3
349,4
350,1
351,6
352,0
353,5
354,3
355,3
356,0
357,2
358,6
359,1
360,0
361,6
362,3
363,6
364,6
365,6
366,4
367,4
368,0
369,2
370,4
371,5
372,5
373,5
374,6
375,2
376,3
377,6
378,5
379,6
380,6
381,5
382,3
383,5
384,1
385,4
386,0
387,0
388,5
389,5
390,4
391,0
392,5
393,4
394,0
395,0
396,0
397,1
398,6
399,0
400,1
401,4
402,1
403,0
404,5
405,0
406,4
407,4
408,3
409,0
410,5
411,3
412,5
413,6
414,6
415,2
416,3
417,5
418,4
419,4
420,6
421,1
422,1
423,3
424,1
425,6
426,0
427,1
428,6
429,0
430,5
431,0
432,6
433,0
434,6
435,3
436,3
437,0
438,6
439,5
440,1
441,4
442,5
443,6
444,6
445,6
446,4
447,6
448,6
449,6
450,2
451,1
452,1
453,0
454,4
455,6
456,0
457,6
458,0
459,4
460,6
461,3
462,4
463,5
464,4
465,6
466,0
467,0
468,5
469,1
470,6
471,5
472,6
473,6
474,6
475,4
476,1
477,1
478,4
479,6
480,3
481,6
482,6
483,6
484,1
485,0
486,5
487,6
488,0
489,0
490,6
491,1
492,4
493,1
494,3
495,6
496,3
497,6
498,6
499,4
500,3
501,3
502,5
503,3
504,2
505,1
506,0
507,2
508,6
509,1
510,0
511,6
512,0
513,6
514,6
515,6
516,4
517,1
518,2
519,4
520,6
521,0
522,4
523,4
524,1
525,6
526,0
527,0
528,1
529,6
530,3
531,4
532,4
533,1
534,2
535,6
536,1
537,4
538,3
539,2
540,0
541,4
542,0
543,0
544,5
545,0
546,0
547,0
548,5
549,4
550,6
551,1
552,4
553,5
554,0
555,6
556,6
557,3
558,5
559,4
560,6
561,2
562,1
563,3
564,6
565,1
566,0
567,3
568,6
569,1
570,6
571,0
572,1
573,5
574,6
575,0
576,4
577,6
578,6
579,6
580,1
581,6
582,5
583,6
584,0
585,4
586,6
587,6
588,4
589,6
590,6
591,6
592,1
593,5
594,3
595,4
596,6
597,4
598,4
599,6
600,3
601,6
602,0
603,0
604,0
605,6
606,0
607,0
608,2
609,5
610,0
611,4
612,6
613,0
614,6
615,5
616,3
617,6
618,0
619,4
620,0
621,5
622,6
623,4
624,0
625,3
626,0
627,0
628,1
629,0
630,6
631,3
632,5
633,0
634,1
635,3
636,0
637,3
638,6
639,1
640,1
641,0
642,6
643,0
644,1
645,4
646,0
647,4
648,0
649,0
650,0
651,6
652,0
653,3
654,5
655,0
656,2
657,0
658,4
659,6
660,2
661,6
662,0
663,1
664,1
665,6
666,6
667,4
668,2
669,5
670,6
671,2
672,6
673,4
674,3
675,6
676,5
677,0
678,3
679,6
680,0
681,6
682,6
683,4
684,0
685,0
686,0
687,0
688,5
689,0
690,3
691,2
692,4
693,0
694,6
695,3
696,6
697,0
698,0
699,6
700,6
701,0
702,6
703,5
704,2
705,6
706,1
707,0
708,6
709,5
710,4
711,6
712,1
713,3
714,1
715,0
716,6
717,2
718,5
719,6
720,5
721,6
722,0
723,3
724,3
725,1
726,1
727,5
728,0
729,6
730,6
731,6
732,0
733,0
734,2
735,6
736,1
737,6
738,1
739,4
740,6
741,0
742,1
743,6
744,6
745,5
746,1
747,0
748,5
749,5
750,6
751,2
752,4
753,0
754,4
755,6
756,6
757,1
758,1
759,1
760,1
761,5
762,6
763,1
764,1
765,0
766,4
767,4
768,0
769,0
770,6
771,6
772,6
773,1
774,5
775,3
776,6
777,0
778,3
779,4
780,0
781,6
782,5
783,5
784,6
785,5
786,1
787,0
788,6
789,6
790,6
791,6
792,1
793,5
794,4
795,4
796,4
797,1
798,3
799,6
800,0
801,6
802,1
803,6
804,6
805,0
806,3
807,6
808,1
809,1
810,1
811,4
812,1
813,0
814,0
815,0
816,0
817,5
818,3
819,6
820,6
821,3
822,6
823,2
824,0
825,6
826,2
827,5
828,6
829,6
830,1
831,6
832,3
833,1
834,6
835,4
836,6
837,6
838,4
839,6
840,4
841,4
842,5
843,6
844,5
845,0
846,5
847,4
848,0
849,4
850,1
851,6
852,6
853,2
854,4
855,1
856,4
857,0
858,2
859,6
860,6
861,0
862,6
863,0
864,1
865,2
866,6
867,0
868,5
869,0
870,6
871,6
872,0
873,6
874,6
875,6
876,6
877,5
878,4
879,6
880,1
881,6
882,2
883,3
884,2
885,3
886,6
887,5
888,5
889,6
890,0
891,6
892,0
893,6
894,2
895,6
896,2
897,1
898,5
899,1
900,6
901,5
902,6
903,2
904,2
905,3
906,0
907,1
908,1
909,2
910,1
911,5
912,5
913,3
914,2
915,5
916,1
917,6
918,4
919,4
920,6
921,6
922,5
923,6
924,1
925,0
926,1
927,1
928,3
929,0
930,2
931,5
932,1
933,4
934,5
935,6
936,0
937,4
938,2
939,3
940,1
941,1
942,4
943,5
944,3
945,3
946,0
947,3
948,0
949,6
950,6
951,6
952,5
953,1
954,1
955,6
956,6
957,3
958,1
959,2
960,4
961,6
962,6
963,6
964,0
965,2
966,6
967,3
968,0
969,1
970,1
971,1
972,4
973,0
974,5
975,6
976,5
977,6
978,2
979,5
980,6
981,0
982,6
983,6
984,4
985,0
986,0
987,4
988,4
989,0
990,1
991,6
992,2
993,6
994,2
995,2
996,0
997,5
998,6
999,5
1000,2
1001,4
1002,0
1003,1
1004,1
1005,6
1006,4
1007,6
1008,3
1009,6
1010,1
1011,6
1012,5
1013,1
1014,6
1015,2
1016,5
1017,6
1018,5
1019,0
1020,6
1021,1
1022,6
1023,5
1024,4
1025,4
1026,6
1027,5
1028,6
1029,6
1030,5
1031,0
1032,6
1033,6
1034,6
1035,0
1036,6
1037,6
1038,4
1039,6
1040,0
1041,0
1042,2
1043,0
1044,6
1045,5
1046,3
1047,5
1048,1
1049,6
1050,2
1051,2
1052,3
1053,0
1054,1
1055,6
1056,6
1057,6
1058,4
1059,1
1060,0
1061,1
1062,0
1063,5
1064,1
1065,6
1066,6
1067,4
1068,3
1069,6
1070,1
1071,0
1072,0
1073,2
1074,4
1075,3
1076,5
1077,0
1078,1
1079,3
1080,2
1081,1
1082,0
1083,1
1084,0
1085,0
1086,4
1087,6
1088,6
1089,6
1090,2
1091,3
1092,6
1093,4
1094,0
1095,3
1096,4
1097,6
1098,1
1099,5
1100,0
1101,5
1102,6
1103,5
1104,6
1105,6
1106,1
1107,1
1108,3
1109,6
1110,6
1111,1
1112,0
1113,6
1114,5
1115,5
1116,4
1117,5
1118,0
1119,6
1120,0
1121,0
1122,0
1123,1
1124,6
1125,0
1126,6
1127,4
1128,3
1129,1
1130,0
1131,4
1132,6
1133,0
1134,1
1135,1
1136,5
1137,0
1138,0
1139,6
1140,0
1141,6
1142,4
1143,2
1144,3
1145,5
1146,3
1147,1
1148,1
1149,6
1150,0
1151,5
1152,4
1153,1
1154,5
1155,6
1156,4
1157,6
1158,1
1159,1
1160,5
1161,2
1162,0
1163,3
1164,6
1165,0
1166,5
1167,0
1168,6
1169,6
1170,3
1171,5
1172,6
1173,0
1174,6
1175,5
1176,0
1177,6
1178,0
1179,1
1180,6
1181,6
1182,4
1183,6
1184,4
1185,3
1186,4
1187,5
1188,3
1189,4
1190,5
1191,4
1192,6
1193,6
1194,5
1195,5
1196,6
1197,0
1198,5
1199,0
1200,1
1201,5
1202,5
1203,1
1204,0
1205,0
1206,6
1207,6
1208,0
1209,1
1210,0
1211,5
1212,1
1213,6
1214,6
1215,0
1216,1
1217,1
1218,5
1219,0
1220,0
1221,6
1222,4
1223,6
1224,5
1225,0
1226,6
1227,6
1228,5
1229,6
1230,2
1231,0
1232,1
1233,3
1234,1
1235,0
1236,1
1237,0
1238,0
1239,6
1240,0
1241,6
1242,5
1243,6
1244,6
1245,1
1246,3
1247,6
1248,6
1249,2
1250,1
1251,2
1252,6
1253,1
1254,6
1255,0
1256,4
1257,4
1258,4
1259,4
1260,5
1261,5
1262,1
1263,6
1264,0
1265,0
1266,0
1267,2
1268,5
1269,0
1270,1
1271,6
1272,1
1273,6
1274,2
1275,1
1276,5
1277,6
1278,5
1279,3
1280,0
1281,5
1282,5
1283,6
1284,5
1285,5
1286,2
1287,6
1288,3
1289,6
1290,1
1291,0
1292,6
1293,6
1294,0
1295,3
1296,0
1297,1
1298,0
1299,1
1300,6
1301,1
1302,6
1303,6
1304,5
1305,4
1306,6
1307,0
1308,6
1309,5
1310,6
1311,0
1312,1
1313,4
1314,6
1315,4
1316,6
1317,6
1318,4
1319,6
1320,1
1321,1
1322,0
1323,6
1324,0
1325,1
1326,6
1327,3
1328,6
1329,6
1330,5
1331,4
1332,1
1333,4
1334,0
1335,0
1336,1
1337,1
1338,6
1339,1
1340,3
1341,6
1342,0
1343,4
1344,4
1345,6
1346,4
1347,0
1348,6
1349,4
1350,4
1351,5
1352,2
1353,6
1354,5
1355,1
1356,0
1357,4
1358,6
1359,6
1360,4
1361,4
1362,4
1363,6
1364,3
1365,3
1366,1
1367,6
1368,0
1369,6
1370,3
1371,0
1372,5
1373,0
1374,3
1375,5
1376,0
1377,6
1378,2
1379,3
1380,0
1381,1
1382,0
1383,6
1384,4
1385,6
1386,5
1387,0
1388,6
1389,4
1390,0
1391,0
1392,0
1393,6
1394,0
1395,6
1396,4
1397,0
1398,2
1399,5
1400,1
1401,5
1402,6
1403,6
1404,2
1405,3
1406,1
1407,5
1408,0
1409,4
1410,6
1411,1
1412,2
1413,1
1414,5
1415,6
1416,3
1417,6
1418,4
1419,2
1420,6
1421,4
1422,5
1423,3
1424,5
1425,5
1426,3
1427,5
1428,5
1429,0
1430,6
1431,6
1432,0
1433,0
1434,5
1435,6
1436,4
1437,6
1438,0
1439,5
1440,1
1441,6
1442,2
1443,4
1444,0
1445,1
1446,1
1447,0
1448,1
1449,0
1450,0
1451,5
1452,3
1453,1
1454,2
1455,0
1456,0
1457,6
1458,2
1459,6
1460,0
1461,6
1462,4
1463,5
1464,1
1465,5
1466,0
1467,5
1468,4
1469,6
1470,5
1471,0
1472,4
1473,0
1474,2
1475,5
1476,1
1477,5
1478,0
1479,6
1480,5
1481,5
1482,0
1483,6
1484,5
1485,5
1486,0
1487,0
1488,0
1489,0
1490,1
1491,1
1492,1
1493,6
1494,6
1495,6
1496,3
1497,3
1498,6
1499,1
1500,5
1501,2
1502,0
1503,0
1504,1
1505,0
1506,6
1507,6
1508,0
1509,0
1510,6
1511,1
1512,4
1513,6
1514,3
1515,6
1516,4
1517,6
1518,2
1519,6
1520,6
1521,4
1522,0
1523,6
1524,6
1525,1
1526,6
1527,5
1528,6
1529,1
1530,6
1531,6
1532,6
1533,5
1534,5
1535,0
1536,0
1537,4
1538,3
1539,0
1540,1
1541,6
1542,6
1543,5
1544,0
1545,0
1546,6
1547,0
1548,0
1549,4
1550,0
1551,6
1552,5
1553,6
1554,2
1555,6
1556,0
1557,6
1558,0
1559,0
1560,0
1561,1
1562,4
1563,6
1564,0
1565,5
1566,1
1567,1
1568,1
1569,6
1570,1
1571,0
1572,0
1573,4
1574,1
1575,6
1576,6
1577,6
1578,1
1579,0
1580,3
1581,3
1582,6
1583,4
1584,3
1585,6
1586,4
1587,0
1588,4
1589,5
1590,0
1591,5
1592,6
1593,5
1594,3
1595,6
1596,0
1597,6
1598,3
1599,3
1600,4
1601,4
1602,2
1603,6
1604,5
1605,1
1606,3
1607,2
1608,6
1609,4
1610,0
